run_id,timestamp_utc,experiment,dbms,sf,query_id,iteration,success,elapsed_seconds,row_count,cache_before_ok,cache_before_error,cache_after_ok,cache_after_error,error
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,5,6,True,0.4297165099999347,5,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,6,6,True,0.49098910899999737,1,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,7,6,True,0.5114909699999544,4,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,8,6,True,0.5795985779999455,2,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,9,6,True,1.7105646960000058,175,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,10,6,True,0.7105888779999532,38263,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,11,6,True,0.14458475800006454,979,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,12,6,True,0.6113252160000684,2,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,13,6,True,0.5675278729999036,41,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,14,6,True,0.2072887819999778,1,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,15,6,True,0.6616796070001101,0,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,16,6,True,0.3136338890000161,18294,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,17,6,True,0.8604844039999762,1,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,18,6,True,2.859034805999954,9,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,19,6,True,0.056132370000000265,1,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,20,6,True,0.671915217999981,162,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,21,6,True,1.2361741430000848,377,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,22,6,True,0.08250357800000074,3,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,1,7,True,2.6020987970000533,4,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,2,7,True,0.3345208210000692,446,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,3,7,True,0.46259422100001757,11694,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,4,7,True,0.22026817899995876,5,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,5,7,True,0.43199029699997027,5,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,6,7,True,0.48542046800002936,1,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,7,7,True,0.5095982369999774,4,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,8,7,True,0.5993462610000506,2,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,9,7,True,1.7072685599999886,175,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,10,7,True,0.7035577120000198,38263,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,11,7,True,0.14369081400002415,979,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,12,7,True,0.6085049700000127,2,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,13,7,True,0.5777223999999705,41,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,14,7,True,0.2054855490000591,1,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,15,7,True,0.6833098520000931,0,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,16,7,True,0.3120162299999265,18294,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,17,7,True,0.8608333939999966,1,True,,True,,
